sentence,page,company,keyword(s),relevant,scale
"We also began implementing an initiative under the Eco Action 21 value chain model project fostered by the Japanese Ministry of the Environment, which the Ministry certified in 2016 as the first initiative implemented under the project in recognition of its results.",35,Subaru,['value chain'],TRUE,3
SUBARU is strengthening the management of its supply chain by using the IMDS*4 in order to identify which chemical substances are used in what amount in each of the several tens of thousands of parts that comprise its automobiles.,36,Subaru,['supply chain'],FALSE,0
Apply the supplier CSR guidelines and green procurement guidelines.,38,Subaru,['supplier'],TRUE,2
"Climate Change Collaborate with Customers and Promote Environmental Management Field Item Components of Primary Initiatives Field Item Components of Primary Initiatives Request suppliers in Japan and overseas to build, maintain, and strengthen an environmental management system (EMS).",38,Subaru,['supplier'],TRUE,3
Continue to establish and fully maintain the EMS including with new suppliers.,38,Subaru,['supplier'],TRUE,3
Request that the entire supply chain improve environmental management throughout the product life cycle.,38,Subaru,['supply chain'],TRUE,1
"Revise the guidelines according to changes in the social environment and corporate policy, and request suppliers to deploy, disseminate, and comply with the guidelines.",38,Subaru,['supplier'],TRUE,2
Continue to maintain the structure to establish EMS including new suppliers.,41,Subaru,['supplier'],TRUE,3
"Continued to maintain the EMS encompassing 396 companies, including new suppliers.",41,Subaru,['supplier'],TRUE,3
"Environmental Management Field Item Target Results FYE March 2021 Request both domestic and overseas suppliers to establish, maintain, and strengthen environmental management systems (EMS).",41,Subaru,['supplier'],TRUE,3
"Increase cooperation with subsidiaries and suppliers, and maintain and improve the establishment of consolidated environmental management system.",41,Subaru,['supplier'],TRUE,3
"Revise and issue guidelines, and distribute the new version of the guidelines to suppliers as necessary in light of social situations.",41,Subaru,['supplier'],FALSE,0
"We used video briefing sessions and compliance surveys to ask our suppliers to develop, disseminate, and comply with the guidelines.",41,Subaru,['supplier'],FALSE,0
Reducing Environmentally Hazardous Substances SUBARU is also collaborating with suppliers in reducing the use of environmentally hazardous substances in automobiles.,49,Subaru,['supplier'],TRUE,3
"Achievements For FYE March 2021, SUBARU has reported a total of 28,617 thousand tCO2 of supply chain greenhouse gas emissions (Scopes 1, 2, and 3).",53,Subaru,['supply chain'],TRUE,2
"Although our direct CO2 emissions (Scopes 1 and 2) constitute only a marginal portion of the total, we are making proactive efforts to diminish direct emissions, which we believe will encourage the entire SUBARU value chain to work as a team and in greater earnest.",53,Subaru,['value chain'],TRUE,1
"Fueland energyrelated activities not included in Scope 1 or Scope 2 4 Transport and delivery (upstream) 5 Waste generated in operations 6 Business travel 7 Employee commuting 8 Leased assets (upstream) 9 Transportation and delivery (downstream) 10 Processing of sold products 11 Use of sold products 12 Endoflife treatment of sold products 13 Leased assets (downstream) 14 Franchises 15 Investments 372,211 78,815 658,268 31,984 4,446 13,506 N/A N/A N/A 29,079,531 556,139 2,394 N/A N/A 413,287 105,323 737,817 32,095 4,554 13,835 N/A N/A N/A 29,736,064 575,107 2,463 N/A N/A 282,713 91,725 601,167 26,446 4,689 14,245 N/A N/A N/A 24,941,586 478,558 1,998 N/A N/A Source: The calculation method for SUBARU Scope 3 emissions has been revised in reference to the Basic Guidelines on Accounting for Greenhouse Gas Emissions throughout the Supply Chain Ver.",54,Subaru,['supply chain'],TRUE,2
"External Partnerships SUBARU is tackling the climate change challenge through partnerships with suppliers, customers, and industry groups.",58,Subaru,['supplier'],TRUE,3
"Suppliers We have set out a code of conduct that requires supplier selection and management mechanisms relating to climate change issues, and share the code with our suppliers, asking them to take appropriate actions when providing orientation sessions.",58,Subaru,['supplier'],TRUE,2
"This measure has encouraged suppliers to voluntarily work to obtain ISO certification, resulting in a decline in environmental accidents and mismanagement events.",58,Subaru,['supplier'],TRUE,2
"SOA has been leveraging SIAs expertise to advance a joint initiative with suppliers, the National Parks Conservation Association, the National Park Service, and others since 2015 to reduce landfill waste generated from three national parks: Yosemite National Park (California), Denali National Park and Preserve (Alaska), and Grand Teton National Park (Wyoming).",62,Subaru,['supplier'],TRUE,3
